artist,song,duration,ts,sessionid,auth,level,itemInSession,city,zip,state,country,userAgent,lon,lat,userId,lastName,firstName,gender,registration
Mariah Carey,All I Want for Christmas Is You,225,1708554428,8671,Logged Out,free,65,das Neves de Cirino,,RR,BR,Opera/8.58.(Windows NT 11.0; be-BY) Presto/2.9.160 Version/10.00,-37.086328,-14.4228025,,,,,
Prince,Purple Rain,220,1705481748,8290,Logged Out,free,61,West Vincent,,NU,CA,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),-53.028920,78.547848,,,,,
Adele,Someone Like You,185,1705788730,993,Logged In,paid,94,Fogaça,29361-968-892,SP,BR,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/18.0.836.0 Safari/536.1",126.053798,17.8040605,1896.0,Lee,Frederick,M,1706486957.0
Bruce Springsteen,Dancing in the Dark,259,1708909369,8409,Logged In,free,78,Brito do Campo,08987153-611,MG,BR,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/16.0.842.0 Safari/531.0",-167.994422,59.558080,57091.0,Moss,Jennifer,M,1704366797.0
Elvis Presley,Suspicious Minds,183,1707353588,6891,Logged Out,free,41,Siqueira Verde,,MT,BR,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_8_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/20.0.891.0 Mobile/62G858 Safari/536.1",95.854174,-63.2258835,,,,,
Whitney Houston,I Will Always Love You,243,1708927165,9632,Logged Out,free,19,Sainte Charlotte,,,FR,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.7r2212.0 Mobile/80G021 Safari/533.0",138.255587,57.0574175,,,,,
Bruce Springsteen,Dancing in the Dark,259,1708751620,5722,Logged Out,free,81,Boorsem,,,BE,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.13.6 (KHTML, like Gecko) Version/4.0.3 Safari/535.13.6",-53.886282,-75.409051,,,,,
Whitney Houston,I Will Always Love You,243,1705437712,3458,Logged Out,free,39,North Robertville,,NT,CA,Opera/8.45.(X11; Linux x86_64; lv-LV) Presto/2.9.172 Version/10.00,94.453943,-44.8248865,,,,,
David Bowie,Space Oddity,242,1705650717,6003,Logged In,paid,46,Hoareau-sur-Briand,45392,,FR,Opera/8.68.(Windows CE; pt-BR) Presto/2.9.173 Version/11.00,-2.671206,-49.295547,13772.0,Phillips,Jeffrey,F,1709031269.0
Led Zeppelin,Kashmir,253,1704239220,7386,Logged In,free,95,Sint-Pieters-Leeuw,5429,,BE,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),-175.545119,68.5133835,21426.0,Peterson,Shannon,M,1705045940.0
Prince,1999,187,1707129412,4689,Logged In,paid,44,Lake Thomaston,53003,SC,US,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/57.0.893.0 Safari/533.2",45.804456,17.327165,1899.0,Williams,Charles,M,1704719959.0
Madonna,Like a Prayer,270,1705724617,3873,Logged In,paid,80,Jollain-Merlin,6597,,BE,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_6) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/33.0.824.0 Safari/534.1",121.049613,85.438390,82838.0,Hayes,Caitlin,F,1707127185.0
Taylor Swift,Cardigan,294,1704777801,4931,Logged Out,free,93,North Austin,,MP,US,Mozilla/5.0 (Android 14; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,-51.648308,-16.1906065,,,,,
Elton John,Your Song,217,1706394747,5062,Logged Out,free,92,Port Brookemouth,,NT,CA,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.14.4 (KHTML, like Gecko) Version/4.0 Safari/535.14.4",161.145433,-35.896856,,,,,
Michael Jackson,Man in the Mirror,190,1709123192,38,Logged In,free,69,Castro do Norte,27339-168-907,RN,BR,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.1),-17.581642,18.086631,216.0,Luna,Kimberly,M,1705939934.0
Pink Floyd,Comfortably Numb,292,1706649013,132,Logged Out,free,75,Milmort,,,BE,Opera/8.95.(Windows NT 6.2; wa-BE) Presto/2.9.187 Version/12.00,17.708110,-7.360297,,,,,
Taylor Swift,Lover,222,1707697491,6888,Logged Out,free,64,Whiteheadbury,,SK,CA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/62.0.813.0 Safari/531.2",57.521060,-66.821243,,,,,
The Beatles,Hey Jude,219,1705270663,2980,Logged Out,free,30,MunozVille,,,FR,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),-65.252645,1.184356,,,,,
Led Zeppelin,Rock and Roll,287,1707732662,4329,Logged In,paid,84,Farias de Abreu,48858415-114,BA,BR,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/25.0.899.0 Mobile/15N701 Safari/533.2",-12.743699,-39.8559385,1477.0,Cortez,Angela,M,1704456092.0
Beyoncé,Crazy in Love,263,1708164229,2467,Logged In,paid,34,Wielsbeke,3529,,BE,Opera/8.63.(Windows NT 11.0; tcy-IN) Presto/2.9.186 Version/11.00,138.986788,16.3670305,64624.0,Carlson,Courtney,M,1704252094.0
The Beatles,Come Together,242,1704858607,9027,Logged In,paid,53,Borges,06435720-869,AP,BR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; bhb-IN) AppleWebKit/535.2.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.2.1",67.119898,-6.457886,42309.0,Rogers,Andrew,M,1707174002.0
Ed Sheeran,Castle on the Hill,251,1709029370,6746,Logged In,paid,49,Ribeiro,56467-373-804,MG,BR,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_5; rv:1.9.5.20) Gecko/7931-05-18 15:28:22 Firefox/3.8,138.010255,37.478197,78083.0,Preston,Amanda,M,1704680823.0
Adele,Set Fire to the Rain,199,1707013408,9262,Logged In,paid,70,Brito Grande,58202850-445,MG,BR,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),-5.565333,36.998390,35293.0,Ryan,Patrick,M,1705408693.0
The Rolling Stones,Angie,223,1706348306,603,Logged Out,free,50,East Ashley,,BC,CA,Mozilla/5.0 (Android 4.4.4; Mobile; rv:18.0) Gecko/18.0 Firefox/18.0,-80.025285,-79.077570,,,,,
Mariah Carey,All I Want for Christmas Is You,225,1706194650,5856,Logged In,free,25,Sheaview,S9X5H3,NB,CA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_0 rv:2.0; hi-IN) AppleWebKit/532.31.4 (KHTML, like Gecko) Version/4.0 Safari/532.31.4",-109.538900,-72.921412,60059.0,Wright,Clayton,F,1708650212.0
Mariah Carey,Fantasy,194,1707551693,4545,Logged Out,free,83,North Donna,,AL,US,Mozilla/5.0 (Windows 95; te-IN; rv:1.9.2.20) Gecko/9126-06-06 09:34:13 Firefox/3.8,-127.043946,-38.257797,,,,,
Taylor Swift,Shake It Off,253,1706496997,6259,Logged Out,free,38,Delorme-sur-Dupont,,,FR,"Mozilla/5.0 (iPad; CPU iPad OS 14_8_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/57.0.814.0 Mobile/67D119 Safari/536.2",43.292160,-11.9678625,,,,,
Pink Floyd,Comfortably Numb,292,1704361041,9527,Logged Out,free,75,Brianbury,,LA,US,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0),43.325539,-11.7186565,,,,,
Rihanna,Stay,260,1706413761,5958,Logged In,free,8,da Mata,59067354-220,AL,BR,Opera/9.96.(Windows NT 10.0; apn-IN) Presto/2.9.182 Version/10.00,103.547485,-89.559008,91007.0,Scott,Suzanne,F,1706564736.0
Prince,1999,187,1707692611,1105,Logged Out,free,54,South Lisastad,,NL,CA,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/62.0.863.0 Mobile/29O927 Safari/536.2",169.803317,-81.4565785,,,,,
Whitney Houston,How Will I Know,264,1705567395,1986,Logged Out,free,69,Kimberlyhaven,,MN,US,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5; rv:1.9.5.20) Gecko/6555-08-08 17:18:17 Firefox/3.8,-178.635181,12.3386925,,,,,
Bruce Springsteen,The River,218,1705586501,356,Logged In,paid,84,Lopes,03110559-875,CE,BR,Mozilla/5.0 (Windows NT 10.0; gv-GB; rv:1.9.0.20) Gecko/4924-08-04 19:48:54 Firefox/9.0,15.103477,63.638759,39990.0,Everett,Paul,F,1705743486.0
Prince,Purple Rain,220,1706058508,6912,Logged In,free,93,Lisahaven,28073,KS,US,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1),-79.414053,-73.537887,93332.0,Morgan,James,F,1707184437.0
Taylor Swift,Shake It Off,253,1706425067,7278,Logged Out,free,23,Techer,,,FR,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/23.0.802.0 Mobile/55E089 Safari/535.2",-80.400408,-8.213580,,,,,
Michael Jackson,Beat It,244,1706506117,8688,Logged In,paid,32,Castro da Serra,16925-783-464,PA,BR,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/47.0.886.0 Safari/534.1",-5.532227,53.0247585,41564.0,Cruz,Maria,F,1705596913.0
The Beatles,Help!,250,1705439140,3110,Logged Out,free,3,Romerofort,,MA,US,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/19.0.821.0 Safari/532.1",151.812006,-60.845641,,,,,
Rihanna,We Found Love,182,1706279890,291,Logged Out,free,60,Gallowayborough,,NB,CA,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.32.7 (KHTML, like Gecko) Version/5.0.1 Safari/533.32.7",-138.405301,65.713383,,,,,
Elvis Presley,Love Me Tender,250,1704876422,9772,Logged Out,free,14,Teralfene,,,BE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8; rv:1.9.2.20) Gecko/5732-08-23 21:23:59 Firefox/3.8,-149.425686,50.4234455,,,,,
Led Zeppelin,Stairway to Heaven,183,1708851191,5256,Logged In,paid,27,da Conceição de Nascimento,52309-067-890,PE,BR,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_6 rv:2.0; lt-LT) AppleWebKit/532.5.6 (KHTML, like Gecko) Version/5.1 Safari/532.5.6",47.859274,-42.013614,86654.0,Moore,Tiffany,F,1705732707.0
Prince,Kiss,212,1707188798,451,Logged In,paid,91,Lewisburgh,C2S 2L8,QC,CA,Opera/8.26.(X11; Linux i686; fil-PH) Presto/2.9.172 Version/11.00,138.872876,68.251819,62840.0,Fowler,William,F,1706182260.0
Rihanna,Diamonds,199,1708380529,3223,Logged In,free,9,Muizen,4527,,BE,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.4.4 (KHTML, like Gecko) Version/5.0.3 Safari/532.4.4",-137.501402,61.453502,69450.0,Webster,Jennifer,F,1704365165.0
The Rolling Stones,Sympathy for the Devil,203,1707736837,110,Logged In,free,4,Marbais,9069,,BE,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.4.4 (KHTML, like Gecko) Version/5.0.5 Safari/532.4.4",-119.100920,-84.2182345,98649.0,Lopez,Molly,F,1705615351.0
Madonna,Frozen,192,1706877129,354,Logged Out,free,18,Fernandezside,,ON,CA,Mozilla/5.0 (Android 9; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,-83.054740,-79.0270875,,,,,
Led Zeppelin,Kashmir,253,1706806820,8650,Logged In,free,100,Camus-la-Forêt,68276,,FR,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/3.0),172.327902,-7.8085915,96318.0,Hill,Lawrence,M,1706506500.0
The Rolling Stones,Angie,223,1708508713,596,Logged Out,free,5,Ruiz-sur-Aubert,,,FR,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/4.0),-113.573996,-83.132233,,,,,
Frank Sinatra,The Way You Look Tonight,211,1704660073,1167,Logged In,paid,21,Brito,78711424-579,PE,BR,Mozilla/5.0 (Android 8.0.0; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0,172.591359,-89.170227,69666.0,Martinez,Shelly,F,1707837795.0
Bruce Springsteen,Born to Run,282,1708791626,8850,Logged Out,free,7,Brunel-sur-Moreno,,,FR,Mozilla/5.0 (Android 5.1; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0,-160.933934,-62.188396,,,,,
Taylor Swift,Shake It Off,253,1708621586,3175,Logged Out,free,19,South Christopher,,BC,CA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3; rv:1.9.3.20) Gecko/2142-03-14 10:01:50 Firefox/3.8,-16.273728,30.4834955,,,,,
Madonna,Like a Virgin,248,1707567863,6214,Logged Out,free,3,Joelshire,,NB,CA,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.18.4 (KHTML, like Gecko) Version/4.0 Safari/531.18.4",90.687616,46.413878,,,,,
Elton John,Candle in the Wind,250,1704312593,6885,Logged Out,free,23,Albuquerque,,RJ,BR,Mozilla/5.0 (Windows NT 5.1; et-EE; rv:1.9.1.20) Gecko/5593-04-09 03:41:32 Firefox/5.0,-178.211122,15.5442695,,,,,
Elton John,Your Song,217,1704111884,5474,Logged In,paid,8,North Charles,T8J 8P7,NS,CA,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; rv:1.9.4.20) Gecko/5299-11-20 17:48:40 Firefox/3.6.13,-24.943262,37.861963,63504.0,Rogers,Cindy,F,1706437454.0
Whitney Houston,I Wanna Dance with Somebody,258,1708882862,9435,Logged Out,free,29,da Cunha das Flores,,SE,BR,Mozilla/5.0 (Windows NT 6.2; tt-RU; rv:1.9.1.20) Gecko/3731-11-24 17:15:36 Firefox/3.6.11,111.334576,-88.760926,,,,,
Bob Dylan,The Times They Are A-Changin’,266,1707959116,1049,Logged In,free,37,Teixeira do Sul,97242368-591,AC,BR,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0),-175.847764,66.4110945,90150.0,Tyler,Lisa,M,1707841847.0
Michael Jackson,Billie Jean,242,1707870729,2988,Logged Out,free,52,Vasconcelos,,MG,BR,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ts-ZA) AppleWebKit/534.18.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.18.5",65.329424,38.517469,,,,,
Elvis Presley,Suspicious Minds,183,1706545240,5111,Logged In,free,66,Aubry,44365,,FR,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0),-43.819942,47.8073105,7918.0,Kelly,Lisa,M,1704305339.0
Elton John,Tiny Dancer,199,1707458463,4508,Logged Out,free,78,East Timborough,,NE,US,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),84.468366,37.583563,,,,,
Elton John,Your Song,217,1706623224,960,Logged In,paid,28,La Bruyère,9483,,BE,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/32.0.895.0 Safari/531.2",-132.759524,33.024109,65887.0,White,Vanessa,M,1706842242.0
David Bowie,Heroes,226,1704299142,5160,Logged Out,free,100,Forchies-la-Marche,,,BE,Opera/8.50.(X11; Linux x86_64; sd-PK) Presto/2.9.189 Version/12.00,119.621335,36.558955,,,,,
Ed Sheeran,Photograph,191,1708696731,5344,Logged Out,free,70,Sales,,RJ,BR,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/13.0f9279.0 Mobile/49S871 Safari/531.2",19.678823,-76.2617425,,,,,
Madonna,Frozen,192,1707648517,150,Logged Out,free,29,Chevalier,,,FR,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/16.2q5501.0 Mobile/86B929 Safari/531.1",-122.519587,-57.5843925,,,,,
Led Zeppelin,Black Dog,243,1705643950,4205,Logged In,paid,49,Michellestad,R8J2N6,MB,CA,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/61.0.894.0 Safari/531.2",-84.448930,-1.270411,40980.0,Foster,Destiny,M,1706770719.0
Led Zeppelin,Stairway to Heaven,183,1707604203,766,Logged In,free,91,Pineau-la-Forêt,65185,,FR,Opera/8.87.(X11; Linux i686; cmn-TW) Presto/2.9.176 Version/11.00,17.569794,7.559195,11719.0,Martin,Hannah,M,1708090434.0
Bruce Springsteen,Thunder Road,191,1708584871,4546,Logged Out,free,86,Marcusbury,,ME,US,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; os-RU) AppleWebKit/535.24.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.24.6",-0.597320,55.4700535,,,,,
Adele,Hello,180,1707594969,2599,Logged In,free,32,South Monique,V5M 9Y9,NU,CA,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/49.0.831.0 Safari/533.0",145.471782,-39.780712,44514.0,Smith,James,F,1707222767.0
Mariah Carey,Hero,254,1708706088,9207,Logged Out,free,32,Cardoso do Oeste,,PI,BR,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/18.0.851.0 Safari/533.1",-68.517942,78.2637495,,,,,
Beyoncé,Single Ladies,246,1705062746,4872,Logged In,paid,23,Amberloup,1839,,BE,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.0),114.256238,89.797176,96333.0,Riley,James,F,1708300650.0
Rihanna,Stay,260,1704111440,1038,Logged Out,free,37,West Brandon,,ON,CA,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.7.6 (KHTML, like Gecko) Version/5.0.1 Safari/535.7.6",51.058160,22.7815445,,,,,
Beyoncé,Halo,299,1708206013,9396,Logged Out,free,92,East Jonathanport,,IN,US,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.35.2 (KHTML, like Gecko) Version/4.0 Safari/532.35.2",-94.513897,-36.030598,,,,,
Pink Floyd,Money,221,1706744663,902,Logged In,free,65,Melo do Norte,39661184-282,PR,BR,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8 rv:4.0; om-KE) AppleWebKit/534.22.4 (KHTML, like Gecko) Version/5.0.2 Safari/534.22.4",-177.273646,29.202688,5320.0,Smith,Roy,M,1706017283.0
Frank Sinatra,I’ve Got You Under My Skin,282,1704449994,2638,Logged In,free,81,Pereira dos Dourados,36932-051-437,RR,BR,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_8) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/61.0.803.0 Safari/534.0",142.205277,72.415136,21088.0,Hill,Sarah,F,1705351268.0
Adele,Someone Like You,185,1706175444,5086,Logged In,free,29,Davistown,S3J 9X8,MB,CA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/43.0.859.0 Safari/534.2",4.165187,-61.875457,10288.0,Arias,Mary,F,1705533368.0
Michael Jackson,Man in the Mirror,190,1705223190,4427,Logged In,free,96,Valletnec,91372,,FR,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.1.2 (KHTML, like Gecko) Version/5.0 Safari/531.1.2",-154.407533,-42.5562865,21204.0,Miller,Stephen,M,1705645335.0
Mariah Carey,Without You,202,1705288732,3822,Logged Out,free,100,South James,,SK,CA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/4.1),107.675079,14.5887325,,,,,
Whitney Houston,I Wanna Dance with Somebody,258,1706196999,825,Logged Out,free,23,Saint Valérie,,,FR,Opera/9.94.(X11; Linux x86_64; ckb-IQ) Presto/2.9.164 Version/10.00,-73.999342,88.6370695,,,,,
Whitney Houston,I Wanna Dance with Somebody,258,1707245999,5711,Logged In,free,24,Jenniferville,V4V1P3,NB,CA,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),-48.606062,3.5709215,55290.0,Harris,Michelle,M,1706461436.0
Whitney Houston,Greatest Love of All,300,1707279376,3852,Logged Out,free,84,East Christophertown,,MP,US,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1),78.456920,59.618918,,,,,
Michael Jackson,Billie Jean,242,1704220261,9898,Logged Out,free,6,Bouvier,,,FR,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5 rv:3.0; ky-KG) AppleWebKit/532.18.6 (KHTML, like Gecko) Version/5.0.3 Safari/532.18.6",164.695278,41.1735915,,,,,
Led Zeppelin,Rock and Roll,287,1706666579,2605,Logged In,free,11,Grandvoir,5218,,BE,Opera/8.69.(Windows NT 5.1; da-DK) Presto/2.9.173 Version/10.00,-159.567244,-25.2681615,86930.0,Taylor,James,F,1705095279.0
Taylor Swift,Cardigan,294,1706906079,6519,Logged In,paid,29,New Timothy,53545,IA,US,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 11.0; Trident/5.1),-94.394743,-86.1796935,90588.0,Holmes,James,F,1706237753.0
Beyoncé,Formation,228,1705780310,4152,Logged In,free,73,Montesburgh,J9C2M5,NB,CA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5 rv:3.0; gez-ET) AppleWebKit/534.28.2 (KHTML, like Gecko) Version/4.1 Safari/534.28.2",65.317749,-0.943364,3735.0,Mendoza,Monica,M,1707385750.0
Whitney Houston,I Will Always Love You,243,1707570377,6123,Logged Out,free,8,Sharpview,,HI,US,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5 rv:2.0; se-NO) AppleWebKit/531.8.3 (KHTML, like Gecko) Version/4.0.4 Safari/531.8.3",-172.505249,-81.116967,,,,,
Prince,Kiss,212,1706186866,3667,Logged In,paid,57,Hachy,2283,,BE,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.37.3 (KHTML, like Gecko) Version/5.0.1 Safari/533.37.3",59.624673,-83.000924,58790.0,Cortez,Ian,F,1706517381.0
David Bowie,Starman,292,1709090748,8335,Logged Out,free,94,Noblestad,,NS,CA,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.1),-29.831877,-68.1964095,,,,,
Bruce Springsteen,Thunder Road,191,1704837011,3619,Logged In,free,65,Costela Grande,94391507-495,PB,BR,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.49.3 (KHTML, like Gecko) Version/5.0.2 Safari/533.49.3",110.625669,-19.4135185,40457.0,Curtis,James,F,1707902086.0
Beyoncé,Halo,299,1704901500,1783,Logged In,paid,48,Jesus,31301-905-735,RN,BR,Opera/9.86.(X11; Linux i686; oc-FR) Presto/2.9.187 Version/12.00,61.318108,24.1568465,59418.0,Cooper,Bethany,M,1709139510.0
The Beatles,Yesterday,233,1706509017,659,Logged Out,free,86,Mannekensvere,,,BE,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8; rv:1.9.2.20) Gecko/3902-01-07 17:42:15 Firefox/3.8,15.072884,34.5618275,,,,,
Beyoncé,Halo,299,1704530009,8005,Logged Out,free,97,Robertsview,,YT,CA,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/533.31.6 (KHTML, like Gecko) Version/5.0 Safari/533.31.6",-84.322338,67.780779,,,,,
Rihanna,We Found Love,182,1704300769,5461,Logged Out,free,22,Jeremyfurt,,FL,US,Opera/9.23.(X11; Linux i686; lg-UG) Presto/2.9.168 Version/10.00,-148.107688,68.0909315,,,,,
Bruce Springsteen,Thunder Road,191,1706668413,1272,Logged Out,free,57,Frasnes-lez-Gosselies,,,BE,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/44.0.853.0 Safari/532.2",112.758975,-21.698783,,,,,
Bob Dylan,The Times They Are A-Changin’,266,1708443127,6989,Logged In,paid,57,Campos do Amparo,16057721-521,SP,BR,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.3.7 (KHTML, like Gecko) Version/5.0.5 Safari/531.3.7",88.133107,-69.4003715,37293.0,Huynh,Jodi,F,1704527445.0
Rihanna,We Found Love,182,1707434425,320,Logged Out,free,96,da Luz do Sul,,MA,BR,Opera/8.12.(Windows NT 6.0; hy-AM) Presto/2.9.168 Version/12.00,-21.382073,85.4220025,,,,,
Whitney Houston,Saving All My Love for You,249,1706174286,1911,Logged Out,free,98,South Kelly,,PE,CA,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0),169.207646,-59.5309065,,,,,
Mariah Carey,Hero,254,1707900833,8415,Logged In,paid,13,Tessiernec,66689,,FR,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/10.4g9931.0 Mobile/58F823 Safari/536.1",49.410192,-81.4581715,36840.0,Waters,Timothy,F,1708824708.0
Adele,Hello,180,1707128261,176,Logged In,paid,71,Pereira,78006-984-447,RO,BR,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.1),-75.191691,62.0210345,30225.0,Clark,Jeremy,F,1706397307.0
Beyoncé,Irreplaceable,277,1704377236,1062,Logged In,free,54,Saint Sophie,78801,,FR,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/56.0.887.0 Mobile/57O969 Safari/534.0",178.080507,-86.044191,1494.0,Miller,Teresa,F,1708040738.0
Pink Floyd,Money,221,1705235562,3095,Logged In,free,19,Parisdan,92650,,FR,Opera/9.67.(Windows NT 5.0; be-BY) Presto/2.9.181 Version/10.00,-91.482998,24.575226,29298.0,Mills,Laura,M,1707721750.0
Madonna,Frozen,192,1705546479,8638,Logged Out,free,84,Pattybury,,OK,US,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; rv:1.9.4.20) Gecko/3519-07-19 20:32:48 Firefox/3.8,-75.839309,-85.431383,,,,,
Michael Jackson,Thriller,271,1706407320,1801,Logged Out,free,23,Mendès,,,FR,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.23.3 (KHTML, like Gecko) Version/5.0.4 Safari/535.23.3",-106.014984,1.5868605,,,,,
Elton John,Tiny Dancer,199,1708259930,6255,Logged In,free,20,South Toni,H6J2V2,PE,CA,Opera/8.94.(Windows 98; hsb-DE) Presto/2.9.180 Version/11.00,149.255853,22.141953,72740.0,Rodriguez,Dawn,M,1705572999.0
Adele,Set Fire to the Rain,199,1707663390,6094,Logged In,paid,13,East Gregoryberg,87334,MI,US,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1),94.569931,-25.001024,89134.0,Moore,Cheryl,M,1707901470.0
Taylor Swift,Cardigan,294,1708762714,8854,Logged In,paid,18,Lunachester,65493,AL,US,Opera/8.47.(X11; Linux x86_64; nb-NO) Presto/2.9.163 Version/11.00,-175.084142,16.2732535,1305.0,Cox,Kristina,F,1708097817.0
